65  86
47  6
58  6
76  65
39  43
83  34
96  42
39  86
87  54
54  88
83  72
16  13
86  90
66  95
64  58
30  6
77  27
2  5
98  76
72  67
7  87
57  24
94  94
22  51
57  33
71  0
45  38
22  70
24  97
38  79
37  44
55  77
18  91
66  41
46  99
88  28
82  94
44  69
80  21
27  73
74  24
27  55
43  13
19  21
59  35
45  50
33  11
87  8
83  71
68  61
51  2
45  34
76  78
43  69
83  9
5  20
44  8
2  55
33  95
47  52
90  27
28  58
3  16
89  73
67  20
68  79
29  80
41  35
4  22
54  85
67  3
25  83
12  32
45  63
86  34
23  97
6  19
60  16
19  69
65  84
98  65
22  84
12  53
39  28
90  15
76  99
44  70
83  51
79  76
64  77
99  64
76  73
60  69
24  87
78  80
71  24
71  63
91  8
94  64
52  11
92  23
49  88
41  14
98  51
16  74
54  32
12  74
70  95
27  80
78  72
0  16
4  51
23  69
85  97
7  3
12  97
21  45
21  98
80  6
26  37
72  22
88  55
67  80
67  77
10  71
54  4
40  41
25  99
97  20
92  52
7  20
87  29
61  55
6  68
90  84
55  94
37  27
30  91
5  65
52  84
58  8
40  70
9  29
49  80
81  17
61  84
26  46
16  67
53  58
93  49
4  88
18  32
53  32
38  86
84  20
4  9
53  52
23  61
18  14
80  38
67  57
76  52
77  60
4  35
27  74
1  94
99  11
99  47
98  1
72  59
23  50
40  59
85  53
10  33
95  91
4  39
5  47
0  93
12  17
30  27
91  94
13  37
62  56
90  1
55  99
13  52
87  85
11  66
63  10
54  72
81  59
77  73
72  38
90  72
96  1
10  87
20  60
31  50
42  88
88  61
58  52
88  92
68  26
20  8
10  30
15  16
42  11
96  13
74  82
61  22
99  53
18  53
96  32
38  37
22  20
56  54
34  42
90  99
32  54
65  24
54  84
77  26
38  52
52  57
54  36
18  78
60  15
78  78
11  86
95  53
44  11
62  8
25  64
71  56
80  73
44  43
73  75
40  58
76  58
2  26
27  14
92  72
8  66
67  35
92  73
87  67
62  98
76  36
53  30
49  44
36  75
31  66
22  25
96  27
72  58
93  98
49  22
8  37
75  18
96  70
51  9
97  45
69  68
28  95
65  34
24  32
7  91
47  80
75  22
34  57
79  83
66  61
2  33
21  51
29  30
34  69
36  19
91  25
41  2
4  23
76  59
25  81
40  88
69  20
17  42
98  91
28  94
58  93
68  57
62  73
85  67
80  81
94  41
13  49
98  90
3  25
35  65
61  80
9  72
60  9
13  11
32  79
24  69
18  54
30  28
25  31
47  62
26  35
27  59
6  60
63  4
80  24
57  53
24  89
49  51
69  96
84  32
55  44
88  84
4  74
3  20
63  87
6  82
93  67
7  68
22  8
87  79
72  64
20  4
34  79
84  13
41  58
2  12
3  80
94  0
82  61
19  32
22  0
7  99
6  94
23  95
43  86
81  71
86  88
33  32
14  38
35  78
45  76
81  34
51  71
31  8
3  60
98  82
45  96
65  58
64  94
29  75
25  6
35  64
10  69
23  48
17  62
70  29
44  68
15  31
34  23
5  93
94  44
13  24
57  74
40  19
15  1
84  46
42  22
51  8
12  47
95  61
11  47
77  63
16  84
46  97
2  65
0  21
39  52
37  9
19  47
92  79
66  27
10  6
29  41
73  40
56  28
89  77
58  47
46  72
0  71
31  13
53  77
43  2
48  63
93  96
71  41
84  3
44  75
75  16
55  49
7  17
37  79
89  56
33  61
31  25
56  67
2  22
62  3
54  76
64  41
39  56
6  13
97  75
97  6
42  37
81  69
6  97
16  90
17  40
65  46
5  14
23  0
36  20
36  13
78  33
60  40
67  88
77  12
40  39
82  14
67  68
43  89
32  64
99  72
82  12
72  84
35  94
41  25
30  81
18  60
24  46
37  39
24  80
56  73
51  84
99  75
35  72
80  2
51  25
48  93
74  61
53  78
84  17
24  12
1  42
96  60
63  49
53  54
66  14
69  36
99  93
14  47
97  72
86  99
52  43
27  53
55  97
71  59
18  2
13  75
34  9
12  13
60  7
73  38
32  45
49  9
35  26
65  68
43  39
31  94
17  59
15  96
28  73
95  30
27  56
71  16
11  12
57  68
17  14
98  36
56  45
61  21
50  23
10  32
36  0
5  71
22  15
96  95
39  80
27  87
74  99
46  4
95  76
65  9
68  31
97  43
13  67
92  61
16  68
85  38
56  57
23  82
46  86
61  74
76  38
89  21
30  82
27  0
2  79
88  34
58  34
23  32
97  16
26  39
74  29
18  11
75  68
95  20
82  39
66  35
69  27
14  31
20  3
90  6
14  41
58  98
39  73
23  49
88  30
61  11
66  36
76  89
13  17
62  39
30  5
99  74
33  73
80  96
96  91
81  2
46  92
